Date and time;Alarm;Status
10/06/2022 21:51:09;Sensor #3 module error;ON
10/06/2022 21:51:09;Sensor #3 Low Supercapacitor voltage;ON
10/06/2022 21:51:09;Sensor #2 module error;ON
10/06/2022 21:51:09;Sensor #2 Low Supercapacitor voltage;ON
10/06/2022 21:51:09;Sensor #1 module error;ON
10/06/2022 21:30:03;Sensor #1 Low Supercapacitor voltage;ON
10/06/2022 15:27:16;Sensor #59 Low Supercapacitor voltage;ON
10/06/2022 15:27:16;Sensor #58 Low Supercapacitor voltage;ON
10/06/2022 15:27:16;Sensor #57 Low Supercapacitor voltage;ON
10/06/2022 15:27:16;Sensor #56 Low Supercapacitor voltage;ON
10/06/2022 15:27:16;Sensor #55 Low Supercapacitor voltage;ON
10/06/2022 15:27:16;Sensor #54 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #53 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #52 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #50 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #48 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #47 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #46 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #45 Low Supercapacitor voltage;ON
10/06/2022 15:27:15;Sensor #44 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #43 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #42 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #41 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #40 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #39 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #38 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #37 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #36 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #35 Low Supercapacitor voltage;ON
10/06/2022 15:27:14;Sensor #35 High Supercapacitor voltage;OFF
10/06/2022 15:27:14;Sensor #35 High Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #34 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #33 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #32 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #31 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #30 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #29 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #28 Low Supercapacitor voltage;ON
10/06/2022 15:27:13;Sensor #27 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #24 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #23 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #21 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #20 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #19 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #18 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #17 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #16 Low Supercapacitor voltage;ON
10/06/2022 15:27:12;Sensor #15 Low Supercapacitor voltage;ON
10/06/2022 15:27:11;Sensor #14 Low Supercapacitor voltage;ON
10/06/2022 15:27:11;Sensor #13 Low Supercapacitor voltage;ON
10/06/2022 15:27:11;Sensor #12 Low Supercapacitor voltage;ON
10/06/2022 15:27:11;Sensor #11 Low Supercapacitor voltage;ON
10/06/2022 15:27:11;Sensor #8 Low Supercapacitor voltage;ON
09/06/2022 22:39:26;Sensor #59 test button pressed;OFF
09/06/2022 22:39:24;Sensor #38 test button pressed;OFF
09/06/2022 22:37:25;Sensor #59 test button pressed;ON
09/06/2022 22:37:23;Sensor #38 test button pressed;ON
09/06/2022 22:35:24;Sensor #49 Low Supercapacitor voltage;OFF
09/06/2022 22:34:22;Sensor #34 test button pressed;OFF
09/06/2022 22:34:21;Sensor #33 test button pressed;OFF
09/06/2022 22:34:21;Sensor #29 test button pressed;OFF
09/06/2022 22:34:21;Sensor #28 test button pressed;OFF
09/06/2022 22:34:21;Sensor #27 test button pressed;OFF
09/06/2022 22:33:21;Sensor #34 test button pressed;ON
09/06/2022 22:33:21;Sensor #33 test button pressed;ON
09/06/2022 22:33:21;Sensor #29 test button pressed;ON
09/06/2022 22:33:21;Sensor #28 test button pressed;ON
09/06/2022 22:33:20;Sensor #27 test button pressed;ON
09/06/2022 22:29:22;Sensor #60 Low Supercapacitor voltage;OFF
09/06/2022 22:25:19;Sensor #43 test button pressed;OFF
09/06/2022 22:24:21;Sensor #60 test button pressed;OFF
09/06/2022 22:24:19;Sensor #43 test button pressed;ON
09/06/2022 22:23:20;Sensor #60 test button pressed;ON
09/06/2022 22:21:19;Sensor #60 Low Supercapacitor voltage;ON
09/06/2022 22:21:19;Sensor #60 module error;OFF
09/06/2022 22:21:19;Sensor #60 module error;ON
09/06/2022 22:21:19;Sensor #59 Low Supercapacitor voltage;ON
09/06/2022 22:21:19;Sensor #59 module error;OFF
09/06/2022 22:21:19;Sensor #59 module error;ON
09/06/2022 22:21:19;Sensor #58 Low Supercapacitor voltage;ON
09/06/2022 22:21:19;Sensor #58 module error;OFF
09/06/2022 22:21:19;Sensor #58 module error;ON
09/06/2022 22:21:18;Sensor #57 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #57 module error;OFF
09/06/2022 22:21:18;Sensor #57 module error;ON
09/06/2022 22:21:18;Sensor #56 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #56 module error;OFF
09/06/2022 22:21:18;Sensor #56 module error;ON
09/06/2022 22:21:18;Sensor #55 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #55 module error;OFF
09/06/2022 22:21:18;Sensor #55 module error;ON
09/06/2022 22:21:18;Sensor #54 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #54 module error;OFF
09/06/2022 22:21:18;Sensor #54 module error;ON
09/06/2022 22:21:18;Sensor #53 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #53 module error;OFF
09/06/2022 22:21:18;Sensor #53 module error;ON
09/06/2022 22:21:18;Sensor #52 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #52 module error;OFF
09/06/2022 22:21:18;Sensor #52 module error;ON
09/06/2022 22:21:18;Sensor #51 module error;OFF
09/06/2022 22:21:18;Sensor #51 module error;ON
09/06/2022 22:21:18;Sensor #50 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #50 module error;OFF
09/06/2022 22:21:18;Sensor #50 module error;ON
09/06/2022 22:21:18;Sensor #49 Low Supercapacitor voltage;ON
09/06/2022 22:21:18;Sensor #49 module error;OFF
09/06/2022 22:21:18;Sensor #49 module error;ON
09/06/2022 22:21:17;Sensor #48 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #48 module error;OFF
09/06/2022 22:21:17;Sensor #48 module error;ON
09/06/2022 22:21:17;Sensor #47 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #47 module error;OFF
09/06/2022 22:21:17;Sensor #47 module error;ON
09/06/2022 22:21:17;Sensor #46 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #46 module error;OFF
09/06/2022 22:21:17;Sensor #46 module error;ON
09/06/2022 22:21:17;Sensor #45 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #45 module error;OFF
09/06/2022 22:21:17;Sensor #45 module error;ON
09/06/2022 22:21:17;Sensor #44 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #44 module error;OFF
09/06/2022 22:21:17;Sensor #44 module error;ON
09/06/2022 22:21:17;Sensor #43 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #43 module error;OFF
09/06/2022 22:21:17;Sensor #43 module error;ON
09/06/2022 22:21:17;Sensor #42 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #42 module error;OFF
09/06/2022 22:21:17;Sensor #42 module error;ON
09/06/2022 22:21:17;Sensor #41 Low Supercapacitor voltage;ON
09/06/2022 22:21:17;Sensor #41 module error;OFF
09/06/2022 22:21:17;Sensor #41 module error;ON
09/06/2022 22:21:17;Sensor #40 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #39 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #38 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #37 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #36 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #35 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #35 High Supercapacitor voltage;OFF
09/06/2022 22:21:16;Sensor #35 High Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #34 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #33 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #32 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #31 Low Supercapacitor voltage;ON
09/06/2022 22:21:16;Sensor #30 Low Supercapacitor voltage;ON
09/06/2022 22:21:15;Sensor #29 Low Supercapacitor voltage;ON
09/06/2022 22:21:15;Sensor #28 Low Supercapacitor voltage;ON
09/06/2022 22:21:15;Sensor #27 Low Supercapacitor voltage;ON
09/06/2022 22:21:15;Sensor #24 Low Supercapacitor voltage;ON
09/06/2022 22:21:15;Sensor #23 Low Supercapacitor voltage;ON
09/06/2022 22:21:15;Sensor #21 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #20 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #19 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #18 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #17 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #16 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #15 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #14 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #13 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #12 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #11 Low Supercapacitor voltage;ON
09/06/2022 22:21:14;Sensor #8 Low Supercapacitor voltage;ON
09/06/2022 19:00:46;Sensor #30 Low Supercapacitor voltage;ON
09/06/2022 19:00:46;Sensor #29 Low Supercapacitor voltage;ON
09/06/2022 19:00:46;Sensor #28 Low Supercapacitor voltage;ON
09/06/2022 19:00:46;Sensor #27 High Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #24 Low Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #23 High Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #21 Low Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #20 Low Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #19 Low Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #18 Low Supercapacitor voltage;ON
09/06/2022 19:00:45;Sensor #17 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #16 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #15 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #14 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #13 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #12 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #11 Low Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #10 High Supercapacitor voltage;ON
09/06/2022 19:00:44;Sensor #7 High Supercapacitor voltage;ON
09/06/2022 16:14:15;Sensor #30 Low Supercapacitor voltage;ON
09/06/2022 16:14:15;Sensor #29 Low Supercapacitor voltage;ON
09/06/2022 16:14:15;Sensor #28 Low Supercapacitor voltage;ON
09/06/2022 16:14:15;Sensor #27 High Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #24 High Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #23 High Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #21 Low Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #20 Low Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #19 Low Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #18 Low Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #17 Low Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #16 Low Supercapacitor voltage;ON
09/06/2022 16:14:14;Sensor #15 Low Supercapacitor voltage;ON
09/06/2022 16:14:13;Sensor #14 Low Supercapacitor voltage;ON
09/06/2022 16:14:13;Sensor #13 Low Supercapacitor voltage;ON
09/06/2022 16:14:13;Sensor #12 Low Supercapacitor voltage;ON
09/06/2022 16:14:13;Sensor #11 Low Supercapacitor voltage;ON
09/06/2022 16:14:13;Sensor #10 Low Supercapacitor voltage;ON
09/06/2022 16:14:13;Sensor #7 High Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #30 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #29 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #28 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #27 High Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #24 High Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #23 High Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #21 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #20 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #19 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #18 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #17 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #16 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #15 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #14 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #13 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #12 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #11 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #10 Low Supercapacitor voltage;ON
09/06/2022 15:59:07;Sensor #7 High Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #30 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #29 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #28 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #27 High Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #24 High Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #23 High Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #21 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #20 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #19 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #18 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #17 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #16 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #15 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #14 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #13 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #12 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #11 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #10 Low Supercapacitor voltage;ON
09/06/2022 15:56:06;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 21:42:59;Last sensor or Gateway Communication error;OFF
08/06/2022 21:41:59;Sensor #26 Low Supercapacitor voltage;OFF
08/06/2022 21:41:05;Last sensor or Gateway Communication error;ON
08/06/2022 21:37:55;Sensor #28 test button pressed;OFF
08/06/2022 21:37:54;Sensor #22 test button pressed;OFF
08/06/2022 21:36:54;Sensor #30 Low Supercapacitor voltage;ON
08/06/2022 21:36:54;Sensor #29 Low Supercapacitor voltage;ON
08/06/2022 21:36:54;Sensor #28 test button pressed;ON
08/06/2022 21:36:54;Sensor #28 Low Supercapacitor voltage;ON
08/06/2022 21:36:54;Sensor #27 High Supercapacitor voltage;ON
08/06/2022 21:36:54;Sensor #26 Low Supercapacitor voltage;ON
08/06/2022 21:36:54;Sensor #24 High Supercapacitor voltage;ON
08/06/2022 21:36:54;Sensor #23 High Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #22 test button pressed;ON
08/06/2022 21:36:53;Sensor #21 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #20 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #19 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #18 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #17 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #16 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #15 Low Supercapacitor voltage;ON
08/06/2022 21:36:53;Sensor #14 Low Supercapacitor voltage;ON
08/06/2022 21:36:52;Sensor #13 Low Supercapacitor voltage;ON
08/06/2022 21:36:52;Sensor #12 Low Supercapacitor voltage;ON
08/06/2022 21:36:52;Sensor #11 Low Supercapacitor voltage;ON
08/06/2022 21:36:52;Sensor #10 Low Supercapacitor voltage;ON
08/06/2022 21:36:52;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #20 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #19 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #18 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #17 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #16 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #15 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #14 Low Supercapacitor voltage;ON
08/06/2022 20:45:22;Sensor #13 Low Supercapacitor voltage;ON
08/06/2022 20:45:21;Sensor #12 Low Supercapacitor voltage;ON
08/06/2022 20:45:21;Sensor #11 Low Supercapacitor voltage;ON
08/06/2022 20:45:21;Sensor #10 Low Supercapacitor voltage;ON
08/06/2022 20:45:21;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 20:18:05;Sensor #4 module error;ON
08/06/2022 20:18:05;Sensor #4 Low Supercapacitor voltage;ON
08/06/2022 20:18:05;Sensor #3 module error;ON
08/06/2022 20:18:05;Sensor #3 Low Supercapacitor voltage;ON
08/06/2022 20:18:04;Sensor #2 module error;ON
08/06/2022 20:18:04;Sensor #2 Low Supercapacitor voltage;ON
08/06/2022 20:18:04;Sensor #1 module error;ON
08/06/2022 20:18:04;Sensor #1 Low Supercapacitor voltage;ON
08/06/2022 20:17:14;Last sensor or Gateway Communication error;ON
08/06/2022 20:13:04;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 20:05:52;Last sensor or Gateway Communication error;ON
08/06/2022 20:00:04;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 18:59:09;Last sensor or Gateway Communication error;ON
08/06/2022 18:54:59;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 18:30:00;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 18:12:33;Last sensor or Gateway Communication error;ON
08/06/2022 17:50:41;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 17:38:16;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 17:25:49;Sensor #3 test button pressed;OFF
08/06/2022 17:24:00;Sensor #3 test button pressed;ON
08/06/2022 17:15:57;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 17:08:12;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 16:55:12;Sensor #7 High Supercapacitor voltage;ON
08/06/2022 16:48:15;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 20:45:25;Sensor #40 Low Supercapacitor voltage;ON
06/06/2022 20:45:25;Sensor #39 Low Supercapacitor voltage;ON
06/06/2022 20:45:25;Sensor #38 Low Supercapacitor voltage;ON
06/06/2022 20:45:25;Sensor #37 Low Supercapacitor voltage;ON
06/06/2022 20:45:25;Sensor #36 High Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #35 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #34 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #33 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #32 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #31 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #30 High Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #29 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #28 Low Supercapacitor voltage;ON
06/06/2022 20:45:24;Sensor #27 High Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #26 Low Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #24 High Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #23 High Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #21 Low Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #20 Low Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #19 Low Supercapacitor voltage;ON
06/06/2022 20:45:23;Sensor #18 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #17 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #16 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #15 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #14 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #13 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #12 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #11 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #10 Low Supercapacitor voltage;ON
06/06/2022 20:45:22;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 20:34:19;Sensor #40 Low Supercapacitor voltage;ON
06/06/2022 20:34:19;Sensor #39 Low Supercapacitor voltage;ON
06/06/2022 20:34:19;Sensor #38 Low Supercapacitor voltage;ON
06/06/2022 20:34:19;Sensor #37 Low Supercapacitor voltage;ON
06/06/2022 20:34:19;Sensor #36 High Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #35 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #34 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #33 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #32 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #31 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #30 High Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #29 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #28 Low Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #27 High Supercapacitor voltage;ON
06/06/2022 20:34:18;Sensor #26 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #24 High Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #23 High Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #21 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #20 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #19 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #18 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #17 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #16 Low Supercapacitor voltage;ON
06/06/2022 20:34:17;Sensor #15 Low Supercapacitor voltage;ON
06/06/2022 20:34:16;Sensor #14 Low Supercapacitor voltage;ON
06/06/2022 20:34:16;Sensor #13 Low Supercapacitor voltage;ON
06/06/2022 20:34:16;Sensor #12 Low Supercapacitor voltage;ON
06/06/2022 20:34:16;Sensor #11 Low Supercapacitor voltage;ON
06/06/2022 20:34:16;Sensor #10 Low Supercapacitor voltage;ON
06/06/2022 20:34:16;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 20:29:45;Last sensor or Gateway Communication error;OFF
06/06/2022 20:28:32;Last sensor or Gateway Communication error;ON
06/06/2022 20:18:21;Sensor #40 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #39 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #38 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #37 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #36 High Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #35 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #34 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #33 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #32 Low Supercapacitor voltage;ON
06/06/2022 20:18:21;Sensor #31 Low Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #30 High Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #29 Low Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #28 Low Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #27 High Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #26 Low Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #24 High Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #23 High Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #21 Low Supercapacitor voltage;ON
06/06/2022 20:18:20;Sensor #20 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #19 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #18 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #17 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #16 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #15 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #14 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #13 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #12 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #11 Low Supercapacitor voltage;ON
06/06/2022 20:18:19;Sensor #10 Low Supercapacitor voltage;ON
06/06/2022 20:18:18;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 19:46:25;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 19:43:23;Sensor #7 High Supercapacitor voltage;OFF
06/06/2022 19:42:23;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 19:41:23;Sensor #7 High Supercapacitor voltage;OFF
06/06/2022 19:39:22;Sensor #7 High Supercapacitor voltage;ON
06/06/2022 19:33:22;Sensor #37 test button pressed;OFF
06/06/2022 19:32:22;Sensor #37 test button pressed;ON
06/06/2022 19:31:21;Sensor #40 Low Supercapacitor voltage;ON
06/06/2022 19:31:21;Sensor #39 Low Supercapacitor voltage;ON
06/06/2022 19:31:21;Sensor #38 Low Supercapacitor voltage;ON
06/06/2022 19:31:21;Sensor #37 Low Supercapacitor voltage;ON
06/06/2022 19:31:21;Sensor #36 High Supercapacitor voltage;ON
06/06/2022 19:31:21;Sensor #35 Low Supercapacitor voltage;ON
06/06/2022 19:31:21;Sensor #34 Low Supercapacitor voltage;ON
06/06/2022 19:31:20;Sensor #33 Low Supercapacitor voltage;ON
